STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WSF2,WSF5
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,2/28/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/1/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/2/2021,,,,0.03,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/3/2021,,,,0.8,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/4/2021,,,,0.11,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/5/2021,,,,0.01,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/6/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/7/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/8/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/9/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/10/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/11/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/12/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/13/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/14/2021,,,,0.8,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/15/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/16/2021,,,,0.07,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/17/2021,,,,0.89,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/18/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/19/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/20/2021,,,,0.01,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/21/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/22/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/23/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/24/2021,,,,0.15,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/25/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/26/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/27/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/28/2021,,,,0.03,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/29/2021,,,,0.41,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/30/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,3/31/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/1/2021,,,,0.26,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/2/2021,,,,0.01,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/3/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/4/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/5/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/6/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/7/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/8/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/9/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/10/2021,,,,0.1,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/11/2021,,,,0.74,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/12/2021,,,,0.01,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/13/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/14/2021,,,,0.02,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/15/2021,,,,0.01,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/16/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/17/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/18/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/19/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/20/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/21/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/22/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/23/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/24/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/25/2021,,,,0.01,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/26/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/27/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/28/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/29/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,4/30/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/1/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/2/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/3/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/4/2021,,,,0.82,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/5/2021,,,,0.3,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/6/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/7/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/8/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/9/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/10/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/11/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/12/2021,,,,0.17,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/13/2021,,,,0.05,",,N",,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/14/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/15/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/16/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/17/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/18/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/19/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/20/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/21/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/22/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/23/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/24/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/25/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/26/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/27/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0061,"CONWAY 6.2 E, SC US",33.82948,-78.95277,8.5,5/28/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/1/2021,,,,2.66,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/2/2021,,,,0.63,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/3/2021,,,,0.3,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/4/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/5/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/6/2021,,,,0.07,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/7/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/8/2021,,,,0.84,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/9/2021,,,,0.17,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/10/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/11/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/12/2021,,,,0.34,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/13/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/14/2021,,,,0.17,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/15/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/16/2021,,,,0.19,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/17/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/18/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/19/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/20/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/21/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/22/2021,,,,0.04,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/23/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/24/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/25/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/26/2021,,,,0.07,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/27/2021,,,,0.13,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/28/2021,,,,0.75,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/29/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/30/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,1/31/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/1/2021,,,,1.81,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/2/2021,,,,0.29,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/3/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/4/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/5/2021,,,,0.02,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/6/2021,,,,0.06,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/7/2021,,,,1.53,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/8/2021,,,,0.02,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/9/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/10/2021,,,,0.98,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/11/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/12/2021,,,,0.05,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/13/2021,,,,1.21,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/14/2021,,,,0.61,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/15/2021,,,,1.28,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/16/2021,,,,0.43,",,N",,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/17/2021,,,,0,",,N",0,,,,,,,,
US1SCHR0073,"MYRTLE BEACH 5.2 SW, SC US",33.6445633,-78.9560627,9.1,2/18/2021,,,,0,",,N",0,,,,,,,,
